	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d	C:\Users\jparent1\Documents\GitHub\ISSUL-Gaitway2Visual3D\TestFolder\Data\003\filename.c3d
	ANALOG TIME	FP	FP	FP	FP	FP	FP	FP-L	FP-L	FP-L	FP-L	FP-L	FFP-R	FFP-R	FFP-R	FFP-R	FFP-R
	FRAME NUMBERS	FORCE	FORCE	FORCE	COFP	COFP	FREEMOMENT	FORCE	FORCE	FORCE	COFP	COFP	FORCE	FORCE	FORCE	COFP	COFP
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	0	Z	X	Y	X	Y	Z	Z	X	Y	X	Y	Z	X	Y	X	Y
202	0.202	956.6839	37.177	140.0548	0.6034	1.3594	3.427	956.6839	140.0548	37.177	0.6034	1.3594	0	0	0		
203	0.203	957.8404	37.2206	140.0225	0.6037	1.3593	3.4571	957.8404	140.0225	37.2206	0.6037	1.3593	0	0	0		
204	0.204	958.9577	37.2838	139.9768	0.604	1.3592	3.4896	958.9577	139.9768	37.2838	0.604	1.3592	0	0	0		
205	0.205	960.0351	37.3707	139.9169	0.6043	1.3591	3.525	960.0351	139.9169	37.3707	0.6043	1.3591	0	0	0		
206	0.206	961.0721	37.484	139.8417	0.6045	1.3589	3.5637	961.0721	139.8417	37.484	0.6045	1.3589	0	0	0		
207	0.207	962.0677	37.6255	139.7502	0.6048	1.3587	3.6059	962.0677	139.7502	37.6255	0.6048	1.3587	0	0	0		
208	0.208	963.0215	37.7958	139.6411	0.605	1.3585	3.6519	963.0215	139.6411	37.7958	0.605	1.3585	0	0	0		
209	0.209	963.9325	37.9945	139.5133	0.6052	1.3582	3.7019	963.9325	139.5133	37.9945	0.6052	1.3582	0	0	0		
210	0.21	964.8002	38.2196	139.3656	0.6054	1.3579	3.7559	964.8002	139.3656	38.2196	0.6054	1.3579	0	0	0		
211	0.211	965.6238	38.4685	139.1971	0.6056	1.3576	3.8137	965.6238	139.1971	38.4685	0.6056	1.3576	0	0	0		
212	0.212	966.4029	38.7374	139.007	0.6058	1.3573	3.8751	966.4029	139.007	38.7374	0.6058	1.3573	0	0	0		
213	0.213	967.1368	39.0216	138.7947	0.606	1.3569	3.9398	967.1368	138.7947	39.0216	0.606	1.3569	0	0	0		
214	0.214	967.8252	39.3159	138.5597	0.6062	1.3565	4.0073	967.8252	138.5597	39.3159	0.6062	1.3565	0	0	0		
215	0.215	968.4679	39.6143	138.3021	0.6063	1.3561	4.077	968.4679	138.3021	39.6143	0.6063	1.3561	0	0	0		
216	0.216	969.0645	39.9106	138.0217	0.6065	1.3557	4.1484	969.0645	138.0217	39.9106	0.6065	1.3557	0	0	0		
217	0.217	969.615	40.1984	137.7189	0.6066	1.3552	4.2207	969.615	137.7189	40.1984	0.6066	1.3552	0	0	0		
218	0.218	970.1193	40.4714	137.3942	0.6068	1.3547	4.2933	970.1193	137.3942	40.4714	0.6068	1.3547	0	0	0		
219	0.219	970.5773	40.7234	137.0482	0.6069	1.3542	4.3656	970.5773	137.0482	40.7234	0.6069	1.3542	0	0	0		
220	0.22	970.9889	40.9489	136.6815	0.607	1.3537	4.4367	970.9889	136.6815	40.9489	0.607	1.3537	0	0	0		
221	0.221	971.3541	41.1425	136.2951	0.6072	1.3532	4.5062	971.3541	136.2951	41.1425	0.6072	1.3532	0	0	0		
222	0.222	971.6727	41.3001	135.8897	0.6073	1.3527	4.5734	971.6727	135.8897	41.3001	0.6073	1.3527	0	0	0		
223	0.223	971.9444	41.4182	135.4663	0.6074	1.3521	4.6378	971.9444	135.4663	41.4182	0.6074	1.3521	0	0	0		
224	0.224	972.1689	41.4943	135.0257	0.6075	1.3515	4.6991	972.1689	135.0257	41.4943	0.6075	1.3515	0	0	0		
225	0.225	972.3455	41.5271	134.5688	0.6076	1.351	4.7569	972.3455	134.5688	41.5271	0.6076	1.351	0	0	0		
226	0.226	972.4736	41.5164	134.0963	0.6077	1.3504	4.811	972.4736	134.0963	41.5164	0.6077	1.3504	0	0	0		
227	0.227	972.5522	41.4632	133.6089	0.6078	1.3498	4.8613	972.5522	133.6089	41.4632	0.6078	1.3498	0	0	0		
228	0.228	972.5804	41.3695	133.1072	0.6079	1.3492	4.9077	972.5804	133.1072	41.3695	0.6079	1.3492	0	0	0		
229	0.229	972.557	41.2387	132.5918	0.608	1.3486	4.9502	972.557	132.5918	41.2387	0.608	1.3486	0	0	0		
230	0.23	972.4804	41.0749	132.0629	0.6081	1.348	4.9891	972.4804	132.0629	41.0749	0.6081	1.348	0	0	0		
231	0.231	972.3494	40.8832	131.5209	0.6082	1.3474	5.0244	972.3494	131.5209	40.8832	0.6082	1.3474	0	0	0		
232	0.232	972.1623	40.6696	130.9659	0.6083	1.3468	5.0563	972.1623	130.9659	40.6696	0.6083	1.3468	0	0	0		
233	0.233	971.9176	40.4406	130.3982	0.6084	1.3462	5.0851	971.9176	130.3982	40.4406	0.6084	1.3462	0	0	0		
234	0.234	971.6137	40.2031	129.8178	0.6085	1.3455	5.1111	971.6137	129.8178	40.2031	0.6085	1.3455	0	0	0		
235	0.235	971.2491	39.9645	129.2248	0.6086	1.3449	5.1346	971.2491	129.2248	39.9645	0.6086	1.3449	0	0	0		
236	0.236	970.8224	39.7318	128.6192	0.6086	1.3442	5.1557	970.8224	128.6192	39.7318	0.6086	1.3442	0	0	0		
237	0.237	970.3323	39.5121	128.0012	0.6087	1.3436	5.1746	970.3323	128.0012	39.5121	0.6087	1.3436	0	0	0		
238	0.238	969.7778	39.3123	127.371	0.6088	1.3429	5.1917	969.7778	127.371	39.3123	0.6088	1.3429	0	0	0		
239	0.239	969.1581	39.1384	126.7289	0.6089	1.3422	5.2071	969.1581	126.7289	39.1384	0.6089	1.3422	0	0	0		
240	0.24	968.4724	38.9959	126.0752	0.609	1.3415	5.2208	968.4724	126.0752	38.9959	0.609	1.3415	0	0	0		
241	0.241	967.7206	38.8893	125.4105	0.6091	1.3409	5.233	967.7206	125.4105	38.8893	0.6091	1.3409	0	0	0		
242	0.242	966.9027	38.8222	124.7356	0.6092	1.3402	5.2438	966.9027	124.7356	38.8222	0.6092	1.3402	0	0	0		
243	0.243	966.0189	38.797	124.0513	0.6093	1.3395	5.2531	966.0189	124.0513	38.797	0.6093	1.3395	0	0	0		
244	0.244	965.0698	38.8149	123.3585	0.6094	1.3387	5.2609	965.0698	123.3585	38.8149	0.6094	1.3387	0	0	0		
245	0.245	964.0562	38.8759	122.6584	0.6095	1.338	5.2672	964.0562	122.6584	38.8759	0.6095	1.338	0	0	0		
246	0.246	962.9792	38.9788	121.9522	0.6096	1.3373	5.272	962.9792	121.9522	38.9788	0.6096	1.3373	0	0	0		
247	0.247	961.8401	39.1211	121.2412	0.6097	1.3366	5.2753	961.8401	121.2412	39.1211	0.6097	1.3366	0	0	0		
248	0.248	960.6403	39.2991	120.5265	0.6098	1.3359	5.277	960.6403	120.5265	39.2991	0.6098	1.3359	0	0	0		
249	0.249	959.3814	39.5083	119.8096	0.6099	1.3352	5.277	959.3814	119.8096	39.5083	0.6099	1.3352	0	0	0		
250	0.25	958.0649	39.7429	119.0916	0.61	1.3345	5.2755	958.0649	119.0916	39.7429	0.61	1.3345	0	0	0		
251	0.251	956.6925	39.9966	118.3736	0.6101	1.3338	5.2725	956.6925	118.3736	39.9966	0.6101	1.3338	0	0	0		
252	0.252	955.2658	40.2622	117.6566	0.6102	1.333	5.268	955.2658	117.6566	40.2622	0.6102	1.333	0	0	0		
253	0.253	953.7863	40.5323	116.9414	0.6103	1.3324	5.262	953.7863	116.9414	40.5323	0.6103	1.3324	0	0	0		
254	0.254	952.2556	40.7991	116.2285	0.6104	1.3317	5.2548	952.2556	116.2285	40.7991	0.6104	1.3317	0	0	0		
255	0.255	950.6749	41.0549	115.5185	0.6105	1.331	5.2464	950.6749	115.5185	41.0549	0.6105	1.331	0	0	0		
256	0.256	949.0455	41.2922	114.8115	0.6106	1.3303	5.2371	949.0455	114.8115	41.2922	0.6106	1.3303	0	0	0		
257	0.257	947.3685	41.5037	114.1077	0.6107	1.3296	5.2269	947.3685	114.1077	41.5037	0.6107	1.3296	0	0	0		
258	0.258	945.6447	41.6828	113.4069	0.6108	1.329	5.2161	945.6447	113.4069	41.6828	0.6108	1.329	0	0	0		
259	0.259	943.875	41.8236	112.7089	0.6109	1.3283	5.2049	943.875	112.7089	41.8236	0.6109	1.3283	0	0	0		
260	0.26	942.0602	41.9212	112.0133	0.611	1.3277	5.1934	942.0602	112.0133	41.9212	0.611	1.3277	0	0	0		
261	0.261	940.2007	41.9717	111.3197	0.6111	1.327	5.1817	940.2007	111.3197	41.9717	0.6111	1.327	0	0	0		
262	0.262	938.2972	41.9722	110.6276	0.6112	1.3264	5.17	938.2972	110.6276	41.9722	0.6112	1.3264	0	0	0		
263	0.263	936.35	41.9213	109.9365	0.6113	1.3258	5.1583	936.35	109.9365	41.9213	0.6113	1.3258	0	0	0		
264	0.264	934.3595	41.8185	109.246	0.6114	1.3252	5.1467	934.3595	109.246	41.8185	0.6114	1.3252	0	0	0		
265	0.265	932.3262	41.6647	108.5556	0.6115	1.3245	5.135	932.3262	108.5556	41.6647	0.6115	1.3245	0	0	0		
266	0.266	930.2505	41.4622	107.865	0.6117	1.3239	5.1233	930.2505	107.865	41.4622	0.6117	1.3239	0	0	0		
267	0.267	928.1327	41.2141	107.174	0.6118	1.3233	5.1115	928.1327	107.174	41.2141	0.6118	1.3233	0	0	0		
268	0.268	925.9733	40.9246	106.4823	0.6119	1.3227	5.0993	925.9733	106.4823	40.9246	0.6119	1.3227	0	0	0		
269	0.269	923.7728	40.599	105.79	0.612	1.3221	5.0866	923.7728	105.79	40.599	0.612	1.3221	0	0	0		
270	0.27	921.5316	40.2433	105.0969	0.6121	1.3215	5.0731	921.5316	105.0969	40.2433	0.6121	1.3215	0	0	0		
271	0.271	919.2504	39.864	104.4034	0.6122	1.3208	5.0587	919.2504	104.4034	39.864	0.6122	1.3208	0	0	0		
272	0.272	916.9297	39.4679	103.7096	0.6123	1.3202	5.043	916.9297	103.7096	39.4679	0.6123	1.3202	0	0	0		
273	0.273	914.5702	39.0624	103.0158	0.6124	1.3196	5.0259	914.5702	103.0158	39.0624	0.6124	1.3196	0	0	0		
274	0.274	912.1726	38.6545	102.3224	0.6126	1.319	5.0071	912.1726	102.3224	38.6545	0.6126	1.319	0	0	0		
275	0.275	909.7378	38.2512	101.6298	0.6127	1.3183	4.9866	909.7378	101.6298	38.2512	0.6127	1.3183	0	0	0		
276	0.276	907.2665	37.8591	100.9385	0.6128	1.3177	4.9641	907.2665	100.9385	37.8591	0.6128	1.3177	0	0	0		
277	0.277	904.7595	37.4843	100.2489	0.6129	1.3171	4.9396	904.7595	100.2489	37.4843	0.6129	1.3171	0	0	0		
278	0.278	902.2177	37.1321	99.5616	0.6129	1.3164	4.9131	902.2177	99.5616	37.1321	0.6129	1.3164	0	0	0		
279	0.279	899.6419	36.8069	98.8769	0.613	1.3158	4.8847	899.6419	98.8769	36.8069	0.613	1.3158	0	0	0		
280	0.28	897.0332	36.5122	98.1954	0.6131	1.3151	4.8546	897.0332	98.1954	36.5122	0.6131	1.3151	0	0	0		
281	0.281	894.3923	36.2506	97.5175	0.6132	1.3145	4.8229	894.3923	97.5175	36.2506	0.6132	1.3145	0	0	0		
282	0.282	891.7202	36.0234	96.8435	0.6133	1.3138	4.79	891.7202	96.8435	36.0234	0.6133	1.3138	0	0	0		
283	0.283	889.0176	35.8308	96.1738	0.6134	1.3131	4.7561	889.0176	96.1738	35.8308	0.6134	1.3131	0	0	0		
284	0.284	886.2855	35.6719	95.5088	0.6134	1.3125	4.7217	886.2855	95.5088	35.6719	0.6134	1.3125	0	0	0		
285	0.285	883.5245	35.5449	94.8485	0.6135	1.3118	4.6871	883.5245	94.8485	35.5449	0.6135	1.3118	0	0	0		
286	0.286	880.7355	35.4469	94.1933	0.6136	1.3111	4.6527	880.7355	94.1933	35.4469	0.6136	1.3111	0	0	0		
287	0.287	877.9191	35.3741	93.5432	0.6136	1.3105	4.6191	877.9191	93.5432	35.3741	0.6136	1.3105	0	0	0		
288	0.288	875.0761	35.3219	92.8982	0.6137	1.3098	4.5865	875.0761	92.8982	35.3219	0.6137	1.3098	0	0	0		
289	0.289	872.2071	35.2852	92.2584	0.6137	1.3091	4.5554	872.2071	92.2584	35.2852	0.6137	1.3091	0	0	0		
290	0.29	869.3127	35.2584	91.6236	0.6138	1.3084	4.526	869.3127	91.6236	35.2584	0.6138	1.3084	0	0	0		
291	0.291	866.3936	35.2357	90.9937	0.6139	1.3077	4.4987	866.3936	90.9937	35.2357	0.6139	1.3077	0	0	0		
292	0.292	863.4504	35.2112	90.3685	0.6139	1.3069	4.4736	863.4504	90.3685	35.2112	0.6139	1.3069	0	0	0		
293	0.293	860.4839	35.1791	89.7477	0.614	1.3062	4.4508	860.4839	89.7477	35.1791	0.614	1.3062	0	0	0		
294	0.294	857.4949	35.1336	89.131	0.6141	1.3055	4.4304	857.4949	89.131	35.1336	0.6141	1.3055	0	0	0		
295	0.295	854.484	35.0698	88.5181	0.6141	1.3048	4.4123	854.484	88.5181	35.0698	0.6141	1.3048	0	0	0		
296	0.296	851.4523	34.9831	87.9087	0.6142	1.304	4.3963	851.4523	87.9087	34.9831	0.6142	1.304	0	0	0		
297	0.297	848.4006	34.8696	87.3023	0.6143	1.3033	4.3823	848.4006	87.3023	34.8696	0.6143	1.3033	0	0	0		
298	0.298	845.33	34.7263	86.6986	0.6144	1.3025	4.3698	845.33	86.6986	34.7263	0.6144	1.3025	0	0	0		
299	0.299	842.2417	34.5511	86.0971	0.6145	1.3017	4.3586	842.2417	86.0971	34.5511	0.6145	1.3017	0	0	0		
300	0.3	839.1367	34.3427	85.4975	0.6146	1.3009	4.3482	839.1367	85.4975	34.3427	0.6146	1.3009	0	0	0		
301	0.301	836.0165	34.1012	84.8993	0.6147	1.3002	4.3381	836.0165	84.8993	34.1012	0.6147	1.3002	0	0	0		
302	0.302	832.8823	33.8271	84.3021	0.6148	1.2994	4.328	832.8823	84.3021	33.8271	0.6148	1.2994	0	0	0		
303	0.303	829.7355	33.5223	83.7057	0.6149	1.2986	4.3173	829.7355	83.7057	33.5223	0.6149	1.2986	0	0	0		
304	0.304	826.5776	33.1892	83.1094	0.615	1.2978	4.3057	826.5776	83.1094	33.1892	0.615	1.2978	0	0	0		
305	0.305	823.4103	32.8315	82.5131	0.6151	1.297	4.2927	823.4103	82.5131	32.8315	0.6151	1.297	0	0	0		
306	0.306	820.2351	32.4529	81.9163	0.6153	1.2962	4.2781	820.2351	81.9163	32.4529	0.6153	1.2962	0	0	0		
307	0.307	817.0538	32.0583	81.3187	0.6154	1.2954	4.2616	817.0538	81.3187	32.0583	0.6154	1.2954	0	0	0		
308	0.308	813.8681	31.6526	80.7199	0.6155	1.2945	4.2431	813.8681	80.7199	31.6526	0.6155	1.2945	0	0	0		
309	0.309	810.6799	31.241	80.1195	0.6157	1.2937	4.2224	810.6799	80.1195	31.241	0.6157	1.2937	0	0	0		
310	0.31	807.4914	30.829	79.5173	0.6158	1.2929	4.1997	807.4914	79.5173	30.829	0.6158	1.2929	0	0	0		
311	0.311	804.3047	30.4217	78.9129	0.616	1.2921	4.175	804.3047	78.9129	30.4217	0.616	1.2921	0	0	0		
312	0.312	801.1219	30.0243	78.306	0.6161	1.2913	4.1486	801.1219	78.306	30.0243	0.6161	1.2913	0	0	0		
313	0.313	797.9456	29.6413	77.6964	0.6163	1.2905	4.1208	797.9456	77.6964	29.6413	0.6163	1.2905	0	0	0		
314	0.314	794.7784	29.277	77.0839	0.6164	1.2896	4.0918	794.7784	77.0839	29.277	0.6164	1.2896	0	0	0		
315	0.315	791.6228	28.9349	76.4683	0.6166	1.2888	4.0622	791.6228	76.4683	28.9349	0.6166	1.2888	0	0	0		
316	0.316	788.4818	28.6177	75.8495	0.6168	1.288	4.0322	788.4818	75.8495	28.6177	0.6168	1.288	0	0	0		
317	0.317	785.3583	28.3275	75.2275	0.6169	1.2872	4.0025	785.3583	75.2275	28.3275	0.6169	1.2872	0	0	0		
318	0.318	782.2553	28.0653	74.6025	0.6171	1.2864	3.9733	782.2553	74.6025	28.0653	0.6171	1.2864	0	0	0		
319	0.319	779.1759	27.8316	73.9746	0.6173	1.2856	3.9451	779.1759	73.9746	27.8316	0.6173	1.2856	0	0	0		
320	0.32	776.1233	27.6256	73.3441	0.6174	1.2848	3.9182	776.1233	73.3441	27.6256	0.6174	1.2848	0	0	0		
321	0.321	773.1006	27.4459	72.7113	0.6176	1.284	3.8928	773.1006	72.7113	27.4459	0.6176	1.284	0	0	0		
322	0.322	770.111	27.2903	72.0769	0.6177	1.2832	3.8692	770.111	72.0769	27.2903	0.6177	1.2832	0	0	0		
323	0.323	767.1576	27.156	71.4412	0.6179	1.2824	3.8474	767.1576	71.4412	27.156	0.6179	1.2824	0	0	0		
324	0.324	764.2434	27.0392	70.8051	0.618	1.2816	3.8274	764.2434	70.8051	27.0392	0.618	1.2816	0	0	0		
325	0.325	761.3713	26.936	70.1693	0.6182	1.2809	3.8091	761.3713	70.1693	26.936	0.6182	1.2809	0	0	0		
326	0.326	758.5441	26.842	69.5344	0.6183	1.2801	3.7921	758.5441	69.5344	26.842	0.6183	1.2801	0	0	0		
327	0.327	755.7642	26.7526	68.9013	0.6185	1.2794	3.7762	755.7642	68.9013	26.7526	0.6185	1.2794	0	0	0		
328	0.328	753.0342	26.6631	68.2708	0.6186	1.2786	3.761	753.0342	68.2708	26.6631	0.6186	1.2786	0	0	0		
329	0.329	750.3561	26.5689	67.6436	0.6188	1.2779	3.7459	750.3561	67.6436	26.5689	0.6188	1.2779	0	0	0		
330	0.33	747.7319	26.4655	67.0204	0.6189	1.2772	3.7304	747.7319	67.0204	26.4655	0.6189	1.2772	0	0	0		
331	0.331	745.1631	26.3491	66.4019	0.619	1.2765	3.714	745.1631	66.4019	26.3491	0.619	1.2765	0	0	0		
332	0.332	742.6513	26.216	65.7885	0.6192	1.2758	3.6961	742.6513	65.7885	26.216	0.6192	1.2758	0	0	0		
333	0.333	740.1974	26.0633	65.1807	0.6193	1.2751	3.6763	740.1974	65.1807	26.0633	0.6193	1.2751	0	0	0		
334	0.334	737.8024	25.8888	64.5786	0.6194	1.2744	3.654	737.8024	64.5786	25.8888	0.6194	1.2744	0	0	0		
335	0.335	735.4668	25.6911	63.9825	0.6195	1.2737	3.6288	735.4668	63.9825	25.6911	0.6195	1.2737	0	0	0		
336	0.336	733.1909	25.4695	63.3924	0.6197	1.273	3.6005	733.1909	63.3924	25.4695	0.6197	1.273	0	0	0		
337	0.337	730.9748	25.2242	62.808	0.6198	1.2723	3.569	730.9748	62.808	25.2242	0.6198	1.2723	0	0	0		
338	0.338	728.8182	24.9562	62.2293	0.6199	1.2717	3.5341	728.8182	62.2293	24.9562	0.6199	1.2717	0	0	0		
339	0.339	726.7208	24.6675	61.6558	0.62	1.271	3.4958	726.7208	61.6558	24.6675	0.62	1.271	0	0	0		
340	0.34	724.682	24.3605	61.0872	0.6201	1.2703	3.4545	724.682	61.0872	24.3605	0.6201	1.2703	0	0	0		
341	0.341	722.701	24.0387	60.5232	0.6202	1.2696	3.4104	722.701	60.5232	24.0387	0.6202	1.2696	0	0	0		
342	0.342	720.7769	23.7058	59.9633	0.6204	1.269	3.3639	720.7769	59.9633	23.7058	0.6204	1.269	0	0	0		
343	0.343	718.9087	23.3663	59.4072	0.6205	1.2683	3.3155	718.9087	59.4072	23.3663	0.6205	1.2683	0	0	0		
344	0.344	717.0952	23.0248	58.8547	0.6206	1.2676	3.2659	717.0952	58.8547	23.0248	0.6206	1.2676	0	0	0		
345	0.345	715.3352	22.6862	58.3055	0.6207	1.2669	3.2155	715.3352	58.3055	22.6862	0.6207	1.2669	0	0	0		
346	0.346	713.6275	22.3556	57.7596	0.6208	1.2662	3.1652	713.6275	57.7596	22.3556	0.6208	1.2662	0	0	0		
347	0.347	711.9707	22.0378	57.217	0.6209	1.2655	3.1154	711.9707	57.217	22.0378	0.6209	1.2655	0	0	0		
348	0.348	710.3635	21.7376	56.6779	0.621	1.2648	3.0669	710.3635	56.6779	21.7376	0.621	1.2648	0	0	0		
349	0.349	708.8045	21.4593	56.1427	0.6211	1.2641	3.0202	708.8045	56.1427	21.4593	0.6211	1.2641	0	0	0		
350	0.35	707.2925	21.2066	55.6117	0.6212	1.2633	2.9758	707.2925	55.6117	21.2066	0.6212	1.2633	0	0	0		
351	0.351	705.8259	20.983	55.0853	0.6213	1.2626	2.9342	705.8259	55.0853	20.983	0.6213	1.2626	0	0	0		
352	0.352	704.4036	20.791	54.5642	0.6214	1.2619	2.8956	704.4036	54.5642	20.791	0.6214	1.2619	0	0	0		
353	0.353	703.024	20.6323	54.0487	0.6215	1.2611	2.8603	703.024	54.0487	20.6323	0.6215	1.2611	0	0	0		
354	0.354	701.6858	20.508	53.5396	0.6216	1.2604	2.8284	701.6858	53.5396	20.508	0.6216	1.2604	0	0	0		
355	0.355	700.3874	20.4183	53.0371	0.6217	1.2596	2.8	700.3874	53.0371	20.4183	0.6217	1.2596	0	0	0		
356	0.356	699.1275	20.3623	52.5418	0.6218	1.2589	2.7747	699.1275	52.5418	20.3623	0.6218	1.2589	0	0	0		
357	0.357	697.9044	20.3387	52.0538	0.6218	1.2581	2.7526	697.9044	52.0538	20.3387	0.6218	1.2581	0	0	0		
358	0.358	696.7164	20.3449	51.5733	0.6219	1.2573	2.7334	696.7164	51.5733	20.3449	0.6219	1.2573	0	0	0		
359	0.359	695.562	20.3781	51.1003	0.622	1.2566	2.7166	695.562	51.1003	20.3781	0.622	1.2566	0	0	0		
360	0.36	694.4393	20.4345	50.6345	0.6221	1.2558	2.7019	694.4393	50.6345	20.4345	0.6221	1.2558	0	0	0		
361	0.361	693.3466	20.51	50.1756	0.6222	1.255	2.689	693.3466	50.1756	20.51	0.6222	1.255	0	0	0		
362	0.362	692.2818	20.5998	49.723	0.6223	1.2542	2.6774	692.2818	49.723	20.5998	0.6223	1.2542	0	0	0		
363	0.363	691.2431	20.6991	49.276	0.6224	1.2535	2.6668	691.2431	49.276	20.6991	0.6224	1.2535	0	0	0		
364	0.364	690.2286	20.803	48.8338	0.6224	1.2527	2.6567	690.2286	48.8338	20.803	0.6224	1.2527	0	0	0		
365	0.365	689.2362	20.9063	48.3955	0.6225	1.2519	2.6469	689.2362	48.3955	20.9063	0.6225	1.2519	0	0	0		
366	0.366	688.264	21.0042	47.96	0.6226	1.2511	2.6371	688.264	47.96	21.0042	0.6226	1.2511	0	0	0		
367	0.367	687.3102	21.0921	47.5262	0.6227	1.2502	2.6271	687.3102	47.5262	21.0921	0.6227	1.2502	0	0	0		
368	0.368	686.3729	21.166	47.093	0.6228	1.2494	2.6167	686.3729	47.093	21.166	0.6228	1.2494	0	0	0		
369	0.369	685.4505	21.2221	46.6594	0.6229	1.2486	2.6058	685.4505	46.6594	21.2221	0.6229	1.2486	0	0	0		
370	0.37	684.5414	21.2576	46.2243	0.623	1.2477	2.5945	684.5414	46.2243	21.2576	0.623	1.2477	0	0	0		
371	0.371	683.6445	21.2702	45.7868	0.6232	1.2469	2.5827	683.6445	45.7868	21.2702	0.6232	1.2469	0	0	0		
372	0.372	682.7585	21.2584	45.3461	0.6233	1.246	2.5705	682.7585	45.3461	21.2584	0.6233	1.246	0	0	0		
373	0.373	681.8827	21.2216	44.9015	0.6234	1.2451	2.558	681.8827	44.9015	21.2216	0.6234	1.2451	0	0	0		
374	0.374	681.0164	21.1601	44.4524	0.6235	1.2442	2.5453	681.0164	44.4524	21.1601	0.6235	1.2442	0	0	0		
375	0.375	680.1594	21.0749	43.9986	0.6237	1.2433	2.5326	680.1594	43.9986	21.0749	0.6237	1.2433	0	0	0		
376	0.376	679.3115	20.9678	43.5399	0.6238	1.2423	2.52	679.3115	43.5399	20.9678	0.6238	1.2423	0	0	0		
377	0.377	678.473	20.8413	43.0762	0.6239	1.2414	2.5077	678.473	43.0762	20.8413	0.6239	1.2414	0	0	0		
378	0.378	677.6444	20.6988	42.6079	0.6241	1.2404	2.4956	677.6444	42.6079	20.6988	0.6241	1.2404	0	0	0		
379	0.379	676.8263	20.5439	42.1352	0.6242	1.2395	2.4839	676.8263	42.1352	20.5439	0.6242	1.2395	0	0	0		
380	0.38	676.0198	20.3808	41.6587	0.6243	1.2385	2.4726	676.0198	41.6587	20.3808	0.6243	1.2385	0	0	0		
381	0.381	675.226	20.214	41.179	0.6245	1.2375	2.4615	675.226	41.179	20.214	0.6245	1.2375	0	0	0		
382	0.382	674.446	20.0481	40.697	0.6246	1.2365	2.4507	674.446	40.697	20.0481	0.6246	1.2365	0	0	0		
383	0.383	673.6814	19.8878	40.2134	0.6247	1.2354	2.4398	673.6814	40.2134	19.8878	0.6247	1.2354	0	0	0		
384	0.384	672.9335	19.7376	39.7292	0.6249	1.2344	2.4288	672.9335	39.7292	19.7376	0.6249	1.2344	0	0	0		
385	0.385	672.2039	19.6018	39.2452	0.625	1.2334	2.4175	672.2039	39.2452	19.6018	0.625	1.2334	0	0	0		
386	0.386	671.4942	19.4843	38.7622	0.6251	1.2324	2.4054	671.4942	38.7622	19.4843	0.6251	1.2324	0	0	0		
387	0.387	670.8058	19.3885	38.2811	0.6252	1.2313	2.3924	670.8058	38.2811	19.3885	0.6252	1.2313	0	0	0		
388	0.388	670.1403	19.3172	37.8025	0.6253	1.2303	2.3783	670.1403	37.8025	19.3172	0.6253	1.2303	0	0	0		
389	0.389	669.4991	19.2726	37.3271	0.6254	1.2292	2.3627	669.4991	37.3271	19.2726	0.6254	1.2292	0	0	0		
390	0.39	668.8835	19.2561	36.8552	0.6255	1.2282	2.3455	668.8835	36.8552	19.2561	0.6255	1.2282	0	0	0		
