	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d	\\Mac\Home\Desktop\Sync_gaitway2V3D\Trial10.c3d
	Gaitway.Time	Gaitway.Speed	Gaitway.Grade	Gaitway.GRFx	Gaitway.GRFy	Gaitway.GRFz	Gaitway.CoPx	Gaitway.CoPy	Gaitway.Mx	Gaitway.My	Gaitway.Mz	Gaitway.Tz	Gaitway.FxL	Gaitway.FyL	Gaitway.FzL	Gaitway.CoPxL	Gaitway.CoPyL	Gaitway.FxR	Gaitway.FyR	Gaitway.FzR	Gaitway.CoPxR	Gaitway.CoPyR
	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
3058	3.058	0.0	0.0	1.2846	-16.5808	401.3772	0.5709	0.8545	342.96	-229.1378	-9.6586	0.9046										
3059	3.059	0.0	0.0	1.4062	-16.8302	402.6139	0.5709	0.8543	343.9693	-229.8572	-9.8986	0.9114										
3060	3.06	0.0	0.0	1.5271	-17.0818	403.9048	0.5709	0.8542	345.0231	-230.6045	-10.1395	0.9176										
3061	3.061	0.0	0.0	1.6464	-17.3355	405.2518	0.571	0.8541	346.123	-231.3803	-10.3805	0.9235										
3062	3.062	0.0	0.0	1.7632	-17.591	406.6565	0.571	0.854	347.2707	-232.1857	-10.6206	0.9289										
3063	3.063	0.0	0.0	1.8766	-17.848	408.1204	0.571	0.8538	348.4675	-233.0213	-10.8589	0.9339										
3064	3.064	0.0	0.0	1.9858	-18.1063	409.645	0.571	0.8537	349.7148	-233.8878	-11.0945	0.9386										
3065	3.065	0.0	0.0	2.0899	-18.3659	411.2315	0.5709	0.8536	351.0139	-234.786	-11.3266	0.943										
3066	3.066	0.0	0.0	2.1882	-18.6265	412.8811	0.5709	0.8534	352.3657	-235.7165	-11.5545	0.947										
3067	3.067	0.0	0.0	2.28	-18.8882	414.5946	0.5709	0.8533	353.7711	-236.6796	-11.7773	0.9509										
3068	3.068	0.0	0.0	2.3646	-19.1508	416.3728	0.5708	0.8532	355.2309	-237.6759	-11.9946	0.9545										
3069	3.069	0.0	0.0	2.4415	-19.4143	418.2163	0.5708	0.853	356.7456	-238.7056	-12.2058	0.958										
3070	3.07	0.0	0.0	2.5103	-19.6789	420.1254	0.5707	0.8529	358.3156	-239.769	-12.4105	0.9614										
3071	3.071	0.0	0.0	2.5705	-19.9446	422.1003	0.5706	0.8527	359.9411	-240.8662	-12.6084	0.9647										
3072	3.072	0.0	0.0	2.622	-20.2115	424.141	0.5706	0.8526	361.622	-241.9975	-12.7993	0.968										
3073	3.073	0.0	0.0	2.6646	-20.4798	426.2473	0.5705	0.8525	363.3581	-243.1627	-12.9833	0.9713										
3074	3.074	0.0	0.0	2.6983	-20.7497	428.4188	0.5704	0.8523	365.1493	-244.3618	-13.1604	0.9747										
3075	3.075	0.0	0.0	2.7233	-21.0215	430.6552	0.5703	0.8522	366.9949	-245.5946	-13.3308	0.9781										
3076	3.076	0.0	0.0	2.7397	-21.2954	432.9557	0.5702	0.852	368.8946	-246.8611	-13.4949	0.9816										
3077	3.077	0.0	0.0	2.7479	-21.5717	435.3198	0.5701	0.8519	370.8475	-248.161	-13.6531	0.9851										
3078	3.078	0.0	0.0	2.7483	-21.8507	437.7465	0.57	0.8518	372.853	-249.494	-13.806	0.9888										
3079	3.079	0.0	0.0	2.7415	-22.1327	440.235	0.5698	0.8516	374.9103	-250.8599	-13.9541	0.9924										
3080	3.08	0.0	0.0	2.7279	-22.4179	442.7844	0.5697	0.8515	377.0186	-252.2583	-14.0983	0.9961										
3081	3.081	0.0	0.0	2.7084	-22.7067	445.3937	0.5696	0.8513	379.177	-253.689	-14.2393	0.9997										
3082	3.082	0.0	0.0	2.6836	-22.9993	448.0621	0.5695	0.8512	381.3848	-255.1515	-14.378	1.0033										
3083	3.083	0.0	0.0	2.6544	-23.2958	450.7885	0.5693	0.851	383.6412	-256.6457	-14.5153	1.0067										
3084	3.084	0.0	0.0	2.6216	-23.5966	453.5721	0.5692	0.8509	385.9454	-258.1713	-14.652	1.0099										
3085	3.085	0.0	0.0	2.5861	-23.9018	456.412	0.5691	0.8508	388.2968	-259.7278	-14.7889	1.0128										
3086	3.086	0.0	0.0	2.5487	-24.2113	459.3073	0.5689	0.8506	390.6948	-261.3152	-14.9271	1.0154										
3087	3.087	0.0	0.0	2.5102	-24.5254	462.2574	0.5688	0.8505	393.1388	-262.9332	-15.0673	1.0177										
3088	3.088	0.0	0.0	2.4716	-24.8438	465.2615	0.5687	0.8503	395.6283	-264.5815	-15.2102	1.0194										
3089	3.089	0.0	0.0	2.4336	-25.1667	468.319	0.5685	0.8502	398.1629	-266.2601	-15.3567	1.0207										
3090	3.09	0.0	0.0	2.3971	-25.4937	471.4294	0.5684	0.8501	400.7422	-267.9686	-15.5072	1.0215										
3091	3.091	0.0	0.0	2.3627	-25.8247	474.5922	0.5683	0.8499	403.366	-269.7071	-15.6624	1.0217										
3092	3.092	0.0	0.0	2.3312	-26.1594	477.8068	0.5682	0.8498	406.0339	-271.4754	-15.8226	1.0214										
3093	3.093	0.0	0.0	2.3031	-26.4974	481.073	0.568	0.8497	408.7457	-273.2734	-15.9882	1.0205										
3094	3.094	0.0	0.0	2.2791	-26.8382	484.3903	0.5679	0.8495	411.5012	-275.1009	-16.1594	1.0191										
3095	3.095	0.0	0.0	2.2597	-27.1813	487.7586	0.5678	0.8494	414.3002	-276.9579	-16.3362	1.0172										
3096	3.096	0.0	0.0	2.2451	-27.5261	491.1773	0.5677	0.8493	417.1423	-278.8442	-16.5186	1.0149										
3097	3.097	0.0	0.0	2.2359	-27.872	494.6463	0.5676	0.8491	420.0274	-280.7598	-16.7065	1.0122										
3098	3.098	0.0	0.0	2.2322	-28.2182	498.1652	0.5675	0.849	422.9551	-282.7043	-16.8995	1.0092										
3099	3.099	0.0	0.0	2.2342	-28.564	501.7337	0.5674	0.8489	425.9251	-284.6777	-17.0975	1.0061										
3100	3.1	0.0	0.0	2.2422	-28.9086	505.3514	0.5673	0.8488	428.9371	-286.6798	-17.2998	1.0028										
3101	3.101	0.0	0.0	2.256	-29.251	509.0179	0.5672	0.8487	431.9906	-288.7101	-17.506	0.9995										
3102	3.102	0.0	0.0	2.2759	-29.5904	512.7327	0.5671	0.8486	435.0851	-290.7685	-17.7155	0.9963										
3103	3.103	0.0	0.0	2.3016	-29.9258	516.4954	0.567	0.8484	438.2201	-292.8546	-17.9277	0.9932										
3104	3.104	0.0	0.0	2.3332	-30.2564	520.3052	0.5669	0.8483	441.395	-294.9679	-18.1419	0.9903										
3105	3.105	0.0	0.0	2.3705	-30.5812	524.1615	0.5668	0.8482	444.6092	-297.1079	-18.3573	0.9876										
3106	3.106	0.0	0.0	2.4133	-30.8993	528.0636	0.5667	0.8481	447.8618	-299.2742	-18.5733	0.9852										
3107	3.107	0.0	0.0	2.4613	-31.2097	532.0106	0.5667	0.848	451.1522	-301.4661	-18.7892	0.9832										
3108	3.108	0.0	0.0	2.5145	-31.5117	536.0015	0.5666	0.8479	454.4795	-303.6829	-19.0043	0.9814										
3109	3.109	0.0	0.0	2.5724	-31.8045	540.0352	0.5665	0.8478	457.8428	-305.924	-19.2179	0.9799										
3110	3.11	0.0	0.0	2.6348	-32.0874	544.1107	0.5664	0.8477	461.2412	-308.1885	-19.4294	0.9786										
3111	3.111	0.0	0.0	2.7014	-32.3596	548.2266	0.5663	0.8476	464.6736	-310.4755	-19.6383	0.9775										
3112	3.112	0.0	0.0	2.7719	-32.6207	552.3815	0.5662	0.8475	468.139	-312.7843	-19.8441	0.9765										
3113	3.113	0.0	0.0	2.8459	-32.8701	556.574	0.5662	0.8474	471.6362	-315.1137	-20.0462	0.9754										
3114	3.114	0.0	0.0	2.9231	-33.1076	560.8025	0.5661	0.8473	475.164	-317.4627	-20.2443	0.9742										
3115	3.115	0.0	0.0	3.003	-33.3328	565.0651	0.566	0.8472	478.7212	-319.8303	-20.438	0.9727										
3116	3.116	0.0	0.0	3.0853	-33.5457	569.3602	0.5659	0.8471	482.3063	-322.2153	-20.6271	0.9708										
3117	3.117	0.0	0.0	3.1695	-33.7463	573.6858	0.5658	0.847	485.9179	-324.6166	-20.8113	0.9684										
3118	3.118	0.0	0.0	3.2552	-33.9346	578.0399	0.5658	0.8469	489.5544	-327.0328	-20.9903	0.9655										
3119	3.119	0.0	0.0	3.3419	-34.1109	582.4202	0.5657	0.8468	493.2143	-329.4627	-21.164	0.9618										
3120	3.12	0.0	0.0	3.4291	-34.2755	586.8248	0.5656	0.8468	496.8959	-331.905	-21.3323	0.9574										
3121	3.121	0.0	0.0	3.5163	-34.4289	591.2512	0.5655	0.8467	500.5972	-334.3584	-21.495	0.9521										
3122	3.122	0.0	0.0	3.603	-34.5716	595.6971	0.5654	0.8466	504.3166	-336.8216	-21.652	0.946										
3123	3.123	0.0	0.0	3.6887	-34.7042	600.1602	0.5653	0.8465	508.052	-339.293	-21.8031	0.939										
3124	3.124	0.0	0.0	3.7726	-34.8274	604.6379	0.5652	0.8465	511.8013	-341.7715	-21.9484	0.9311										
3125	3.125	0.0	0.0	3.8544	-34.942	609.1279	0.5652	0.8464	515.5626	-344.2556	-22.0877	0.9225										
3126	3.126	0.0	0.0	3.9333	-35.0486	613.6276	0.5651	0.8463	519.3337	-346.744	-22.2208	0.9131										
3127	3.127	0.0	0.0	4.0088	-35.1482	618.1345	0.565	0.8463	523.1124	-349.2353	-22.3476	0.9031										
3128	3.128	0.0	0.0	4.0802	-35.2416	622.6462	0.5649	0.8462	526.8965	-351.7281	-22.468	0.8925										
3129	3.129	0.0	0.0	4.1471	-35.3294	627.1602	0.5648	0.8462	530.6839	-354.2212	-22.5817	0.8816										
3130	3.13	0.0	0.0	4.2089	-35.4125	631.674	0.5647	0.8461	534.4724	-356.7133	-22.6886	0.8705										
3131	3.131	0.0	0.0	4.2649	-35.4916	636.1853	0.5646	0.8461	538.2598	-359.2032	-22.7884	0.8593										
3132	3.132	0.0	0.0	4.3148	-35.5673	640.6917	0.5645	0.846	542.044	-361.6896	-22.881	0.8482										
3133	3.133	0.0	0.0	4.358	-35.6401	645.191	0.5644	0.846	545.8229	-364.1713	-22.9661	0.8374										
3134	3.134	0.0	0.0	4.3941	-35.7106	649.6809	0.5643	0.8459	549.5947	-366.6473	-23.0435	0.8269										
3135	3.135	0.0	0.0	4.4229	-35.779	654.1593	0.5643	0.8459	553.3572	-369.1165	-23.113	0.8171										
3136	3.136	0.0	0.0	4.4439	-35.8457	658.6241	0.5642	0.8459	557.1088	-371.5777	-23.1742	0.8079										
3137	3.137	0.0	0.0	4.457	-35.9107	663.0733	0.5641	0.8458	560.8477	-374.0299	-23.2271	0.7995										
3138	3.138	0.0	0.0	4.4619	-35.9742	667.5049	0.564	0.8458	564.5721	-376.4722	-23.2713	0.7919										
3139	3.139	0.0	0.0	4.4587	-36.0359	671.9171	0.5639	0.8458	568.2806	-378.9036	-23.3069	0.7853										
3140	3.14	0.0	0.0	4.4474	-36.0958	676.308	0.5638	0.8457	571.9716	-381.3232	-23.3335	0.7796										
3141	3.141	0.0	0.0	4.4279	-36.1535	680.6759	0.5637	0.8457	575.6438	-383.7301	-23.3512	0.7749										
3142	3.142	0.0	0.0	4.4004	-36.2086	685.019	0.5637	0.8457	579.2958	-386.1232	-23.3597	0.7711										
3143	3.143	0.0	0.0	4.3653	-36.2606	689.3356	0.5636	0.8456	582.9263	-388.5019	-23.3592	0.7682										
3144	3.144	0.0	0.0	4.3227	-36.309	693.6241	0.5635	0.8456	586.534	-390.8651	-23.3497	0.7661										
3145	3.145	0.0	0.0	4.2729	-36.3532	697.8827	0.5634	0.8456	590.1177	-393.2119	-23.3311	0.7648										
3146	3.146	0.0	0.0	4.2166	-36.3926	702.1098	0.5634	0.8456	593.6763	-395.5415	-23.3036	0.764										
3147	3.147	0.0	0.0	4.1539	-36.4265	706.3037	0.5633	0.8455	597.2085	-397.8529	-23.2673	0.7637										
3148	3.148	0.0	0.0	4.0856	-36.4542	710.4627	0.5632	0.8455	600.713	-400.1453	-23.2223	0.7638										
3149	3.149	0.0	0.0	4.012	-36.4751	714.5851	0.5631	0.8455	604.1886	-402.4176	-23.1689	0.7642										
3150	3.15	0.0	0.0	3.9338	-36.4884	718.6691	0.5631	0.8455	607.6339	-404.6689	-23.1073	0.7647										
3151	3.151	0.0	0.0	3.8515	-36.4936	722.713	0.563	0.8455	611.0478	-406.8981	-23.0376	0.7652										
3152	3.152	0.0	0.0	3.7656	-36.49	726.7149	0.563	0.8455	614.4286	-409.1043	-22.9603	0.7656										
3153	3.153	0.0	0.0	3.6767	-36.4772	730.6731	0.5629	0.8455	617.775	-411.2865	-22.8754	0.7658										
3154	3.154	0.0	0.0	3.5853	-36.4546	734.5856	0.5628	0.8455	621.0855	-413.4435	-22.7832	0.7657										
3155	3.155	0.0	0.0	3.492	-36.4218	738.4506	0.5628	0.8455	624.3585	-415.5743	-22.6841	0.7653										
3156	3.156	0.0	0.0	3.3971	-36.3784	742.2662	0.5627	0.8455	627.5924	-417.6778	-22.5782	0.7645										
3157	3.157	0.0	0.0	3.3013	-36.324	746.0303	0.5626	0.8455	630.7856	-419.7529	-22.4657	0.7632										
3158	3.158	0.0	0.0	3.2047	-36.2584	749.7412	0.5626	0.8455	633.9363	-421.7985	-22.3469	0.7615										
3159	3.159	0.0	0.0	3.1079	-36.1814	753.3968	0.5625	0.8456	637.043	-423.8135	-22.2219	0.7593										
3160	3.16	0.0	0.0	3.011	-36.0929	756.9953	0.5625	0.8456	640.1039	-425.7968	-22.091	0.7567										
3161	3.161	0.0	0.0	2.9144	-35.9926	760.5348	0.5624	0.8456	643.1175	-427.7474	-21.9543	0.7536										
3162	3.162	0.0	0.0	2.8184	-35.8807	764.0135	0.5624	0.8456	646.0822	-429.6641	-21.8118	0.75										
3163	3.163	0.0	0.0	2.723	-35.7569	767.4294	0.5623	0.8457	648.9962	-431.546	-21.6638	0.746										
3164	3.164	0.0	0.0	2.6284	-35.6214	770.7809	0.5623	0.8457	651.8583	-433.392	-21.5103	0.7416										
3165	3.165	0.0	0.0	2.5347	-35.4742	774.0663	0.5622	0.8458	654.6668	-435.2011	-21.3515	0.7368										
3166	3.166	0.0	0.0	2.4421	-35.3152	777.2839	0.5622	0.8458	657.4205	-436.9724	-21.1873	0.7316										
3167	3.167	0.0	0.0	2.3505	-35.1447	780.432	0.5621	0.8458	660.1181	-438.705	-21.0179	0.7261										
3168	3.168	0.0	0.0	2.2599	-34.9626	783.5093	0.5621	0.8459	662.7583	-440.3979	-20.8433	0.7202										
3169	3.169	0.0	0.0	2.1705	-34.769	786.5141	0.562	0.8459	665.34	-442.0503	-20.6637	0.7139										
3170	3.17	0.0	0.0	2.0823	-34.5641	789.4451	0.562	0.846	667.8621	-443.6613	-20.479	0.7073										
3171	3.171	0.0	0.0	1.9952	-34.3479	792.3008	0.5619	0.846	670.3237	-445.2302	-20.2894	0.7002										
3172	3.172	0.0	0.0	1.9093	-34.1204	795.0801	0.5619	0.8461	672.7237	-446.7562	-20.095	0.6928										
3173	3.173	0.0	0.0	1.8246	-33.8818	797.7816	0.5619	0.8462	675.0612	-448.2386	-19.8958	0.6848										
3174	3.174	0.0	0.0	1.7412	-33.6322	800.4042	0.5618	0.8462	677.3354	-449.6766	-19.6921	0.6764										
3175	3.175	0.0	0.0	1.6592	-33.3715	802.9465	0.5618	0.8463	679.5454	-451.0695	-19.4838	0.6674										
3176	3.176	0.0	0.0	1.5787	-33.0999	805.4075	0.5617	0.8464	681.6904	-452.4166	-19.2713	0.6579										
3177	3.177	0.0	0.0	1.4997	-32.8175	807.7861	0.5617	0.8465	683.7695	-453.7174	-19.0546	0.6478										
3178	3.178	0.0	0.0	1.4224	-32.5243	810.0812	0.5616	0.8466	685.7818	-454.9712	-18.834	0.637										
3179	3.179	0.0	0.0	1.347	-32.2204	812.2918	0.5616	0.8466	687.7266	-456.1773	-18.6097	0.6256										
3180	3.18	0.0	0.0	1.2737	-31.906	814.4168	0.5615	0.8467	689.6031	-457.3352	-18.3818	0.6134										
3181	3.181	0.0	0.0	1.2026	-31.5811	816.4553	0.5615	0.8468	691.4103	-458.4444	-18.1507	0.6007										
3182	3.182	0.0	0.0	1.1339	-31.2459	818.4064	0.5615	0.8469	693.1476	-459.5043	-17.9166	0.5872										
3183	3.183	0.0	0.0	1.068	-30.9005	820.2694	0.5614	0.8471	694.8141	-460.5145	-17.6797	0.573										
3184	3.184	0.0	0.0	1.0048	-30.5453	822.0433	0.5614	0.8472	696.4089	-461.4744	-17.4404	0.5582										
3185	3.185	0.0	0.0	0.9448	-30.1803	823.7276	0.5613	0.8473	697.9315	-462.3838	-17.1989	0.5428										
3186	3.186	0.0	0.0	0.888	-29.8058	825.3216	0.5613	0.8474	699.3812	-463.2423	-16.9554	0.5267										
3187	3.187	0.0	0.0	0.8347	-29.4222	826.8248	0.5612	0.8475	700.7572	-464.0496	-16.7103	0.5101										
3188	3.188	0.0	0.0	0.785	-29.0297	828.2368	0.5612	0.8477	702.0592	-464.8053	-16.4638	0.493										
3189	3.189	0.0	0.0	0.739	-28.6286	829.5573	0.5612	0.8478	703.2867	-465.5095	-16.2161	0.4755										
3190	3.19	0.0	0.0	0.6969	-28.2194	830.7861	0.5611	0.8479	704.4393	-466.162	-15.9676	0.4575										
3191	3.191	0.0	0.0	0.6586	-27.8025	831.9232	0.5611	0.8481	705.5168	-466.7627	-15.7183	0.4393										
3192	3.192	0.0	0.0	0.6243	-27.3781	832.9687	0.561	0.8482	706.5193	-467.3117	-15.4684	0.4207										
3193	3.193	0.0	0.0	0.5937	-26.9467	833.9228	0.561	0.8483	707.4466	-467.8091	-15.2182	0.4019										
3194	3.194	0.0	0.0	0.5669	-26.5088	834.7859	0.5609	0.8485	708.2991	-468.255	-14.9677	0.3829										
3195	3.195	0.0	0.0	0.5437	-26.0648	835.5584	0.5609	0.8486	709.077	-468.6499	-14.7169	0.3638										
3196	3.196	0.0	0.0	0.5239	-25.6151	836.2409	0.5608	0.8488	709.7808	-468.9939	-14.466	0.3446										
3197	3.197	0.0	0.0	0.5073	-25.1602	836.8343	0.5608	0.8489	710.4111	-469.2876	-14.2148	0.3254										
3198	3.198	0.0	0.0	0.4935	-24.7003	837.3395	0.5607	0.8491	710.9685	-469.5314	-13.9633	0.3062										
3199	3.199	0.0	0.0	0.4823	-24.2361	837.7573	0.5607	0.8492	711.454	-469.7258	-13.7115	0.2871										
3200	3.2	0.0	0.0	0.4731	-23.7678	838.089	0.5606	0.8494	711.8684	-469.8714	-13.4591	0.2681										
3201	3.201	0.0	0.0	0.4657	-23.2958	838.3358	0.5606	0.8496	712.2127	-469.969	-13.206	0.2492										
3202	3.202	0.0	0.0	0.4596	-22.8204	838.499	0.5605	0.8497	712.4881	-470.0193	-12.9519	0.2305										
3203	3.203	0.0	0.0	0.4542	-22.3421	838.5801	0.5605	0.8499	712.6957	-470.0231	-12.6967	0.2121										
3204	3.204	0.0	0.0	0.4492	-21.861	838.5805	0.5604	0.8501	712.8368	-469.9812	-12.4399	0.1939										
3205	3.205	0.0	0.0	0.444	-21.3776	838.502	0.5604	0.8502	712.9127	-469.8945	-12.1813	0.1761										
3206	3.206	0.0	0.0	0.4381	-20.892	838.3462	0.5603	0.8504	712.9247	-469.764	-11.9205	0.1587										
3207	3.207	0.0	0.0	0.4311	-20.4045	838.1149	0.5603	0.8506	712.8743	-469.5906	-11.6573	0.1418										
3208	3.208	0.0	0.0	0.4225	-19.9152	837.81	0.5602	0.8507	712.7628	-469.3755	-11.3913	0.1255										
3209	3.209	0.0	0.0	0.4119	-19.4245	837.4333	0.5602	0.8509	712.5917	-469.1196	-11.1222	0.1097										
3210	3.21	0.0	0.0	0.399	-18.9325	836.987	0.5601	0.8511	712.3626	-468.8241	-10.8497	0.0946										
3211	3.211	0.0	0.0	0.3833	-18.4393	836.4729	0.5601	0.8513	712.0771	-468.4902	-10.5735	0.0802										
3212	3.212	0.0	0.0	0.3647	-17.9452	835.8934	0.56	0.8515	711.7367	-468.1191	-10.2935	0.0667										
3213	3.213	0.0	0.0	0.3428	-17.4502	835.2506	0.56	0.8517	711.343	-467.7119	-10.0095	0.0539										
3214	3.214	0.0	0.0	0.3175	-16.9544	834.5468	0.5599	0.8518	710.8979	-467.2701	-9.7213	0.0421										
3215	3.215	0.0	0.0	0.2888	-16.4582	833.7842	0.5599	0.852	710.4031	-466.7949	-9.429	0.0312										
3216	3.216	0.0	0.0	0.2565	-15.9615	832.9654	0.5598	0.8522	709.8605	-466.2876	-9.1325	0.0212										
3217	3.217	0.0	0.0	0.2207	-15.4645	832.0928	0.5597	0.8524	709.2719	-465.7496	-8.832	0.0121										
3218	3.218	0.0	0.0	0.1816	-14.9674	831.169	0.5597	0.8526	708.6393	-465.1825	-8.5278	0.0039										
3219	3.219	0.0	0.0	0.1392	-14.4704	830.1964	0.5596	0.8528	707.9647	-464.5875	-8.2199	-0.0034										
3220	3.22	0.0	0.0	0.0939	-13.9736	829.1778	0.5595	0.853	707.2503	-463.9662	-7.9089	-0.0099										
3221	3.221	0.0	0.0	0.0458	-13.4772	828.1158	0.5595	0.8531	706.4983	-463.3201	-7.5951	-0.0157										
3222	3.222	0.0	0.0	-0.0047	-12.9814	827.0131	0.5594	0.8533	705.7107	-462.6506	-7.279	-0.0209										
3223	3.223	0.0	0.0	-0.0572	-12.4865	825.8725	0.5594	0.8535	704.8899	-461.9595	-6.9613	-0.0257										
3224	3.224	0.0	0.0	-0.1114	-11.9927	824.6967	0.5593	0.8537	704.0382	-461.2481	-6.6424	-0.0301										
3225	3.225	0.0	0.0	-0.1669	-11.5004	823.4885	0.5592	0.8539	703.1579	-460.518	-6.3231	-0.0343										
3226	3.226	0.0	0.0	-0.2232	-11.0097	822.2507	0.5592	0.8541	702.2512	-459.7709	-6.004	-0.0385										
3227	3.227	0.0	0.0	-0.28	-10.5211	820.986	0.5591	0.8542	701.3205	-459.0083	-5.6859	-0.0428										
3228	3.228	0.0	0.0	-0.3368	-10.0349	819.6973	0.559	0.8544	700.3681	-458.2317	-5.3694	-0.0474										
3229	3.229	0.0	0.0	-0.3933	-9.5516	818.3871	0.559	0.8546	699.3962	-457.4427	-5.0553	-0.0525										
3230	3.23	0.0	0.0	-0.4491	-9.0714	817.0583	0.5589	0.8548	698.4071	-456.6429	-4.7441	-0.0581										
3231	3.231	0.0	0.0	-0.5039	-8.5949	815.7135	0.5588	0.855	697.403	-455.8337	-4.4366	-0.0645										
3232	3.232	0.0	0.0	-0.5575	-8.1226	814.3553	0.5587	0.8551	696.386	-455.0168	-4.1333	-0.0716										
3233	3.233	0.0	0.0	-0.6095	-7.6549	812.9863	0.5587	0.8553	695.3582	-454.1936	-3.8348	-0.0796										
3234	3.234	0.0	0.0	-0.66	-7.1923	811.609	0.5586	0.8555	694.3216	-453.3656	-3.5415	-0.0884										
3235	3.235	0.0	0.0	-0.7087	-6.7354	810.2258	0.5585	0.8557	693.2781	-452.5342	-3.2537	-0.0982										
3236	3.236	0.0	0.0	-0.7556	-6.2847	808.8393	0.5585	0.8558	692.2297	-451.7009	-2.9718	-0.1088										
3237	3.237	0.0	0.0	-0.8007	-5.8407	807.4516	0.5584	0.856	691.1782	-450.867	-2.6961	-0.1202										
3238	3.238	0.0	0.0	-0.8442	-5.4041	806.0652	0.5583	0.8562	690.1254	-450.034	-2.4267	-0.1323										
3239	3.239	0.0	0.0	-0.886	-4.9754	804.6823	0.5582	0.8563	689.073	-449.2031	-2.1637	-0.145										
3240	3.24	0.0	0.0	-0.9263	-4.5551	803.3049	0.5582	0.8565	688.0228	-448.3757	-1.9072	-0.1581										
3241	3.241	0.0	0.0	-0.9654	-4.1439	801.9353	0.5581	0.8566	686.9764	-447.553	-1.657	-0.1714										
3242	3.242	0.0	0.0	-1.0035	-3.7422	800.5755	0.558	0.8568	685.9354	-446.7364	-1.4132	-0.1848										
3243	3.243	0.0	0.0	-1.0408	-3.3506	799.2275	0.5579	0.857	684.9014	-445.9268	-1.1756	-0.198										
3244	3.244	0.0	0.0	-1.0775	-2.9697	797.8932	0.5579	0.8571	683.876	-445.1257	-0.9441	-0.2109										
3245	3.245	0.0	0.0	-1.1139	-2.5999	796.5745	0.5578	0.8572	682.8608	-444.3339	-0.7185	-0.2231										
3246	3.246	0.0	0.0	-1.1503	-2.2418	795.2731	0.5577	0.8574	681.8572	-443.5526	-0.4987	-0.2347										
3247	3.247	0.0	0.0	-1.187	-1.8957	793.9909	0.5577	0.8575	680.8668	-442.7829	-0.2845	-0.2452										
3248	3.248	0.0	0.0	-1.224	-1.5621	792.7295	0.5576	0.8577	679.8911	-442.0256	-0.0759	-0.2547										
3249	3.249	0.0	0.0	-1.2617	-1.2414	791.4904	0.5575	0.8578	678.9315	-441.2817	0.1274	-0.2628										
3250	3.25	0.0	0.0	-1.3003	-0.934	790.2751	0.5575	0.8579	677.9893	-440.552	0.3252	-0.2696										
3251	3.251	0.0	0.0	-1.3397	-0.6402	789.0851	0.5574	0.858	677.0658	-439.8373	0.5177	-0.2749										
3252	3.252	0.0	0.0	-1.3802	-0.3602	787.9215	0.5573	0.8582	676.1624	-439.1383	0.7049	-0.2788										
3253	3.253	0.0	0.0	-1.4217	-0.0944	786.7857	0.5573	0.8583	675.2801	-438.4557	0.8865	-0.2811										
3254	3.254	0.0	0.0	-1.4644	0.157	785.6787	0.5572	0.8584	674.42	-437.79	1.0626	-0.2819										
3255	3.255	0.0	0.0	-1.508	0.3938	784.6014	0.5572	0.8585	673.5832	-437.1416	1.2329	-0.2812										
3256	3.256	0.0	0.0	-1.5527	0.616	783.5547	0.5571	0.8586	672.7704	-436.5112	1.3971	-0.2792										
