Devices
1000
,,DelSys EMG - Voltage,,,Delsys ACC - Acceleration,,
Frame,Sub Frame,Right TA,Right GL,Right GM,1,2
,,V,V,V,mm/s²,mm/s²
343,1,0.00126854,0.0382772,-0.0220966,119.751,8580.16
343,2,0.0156118,0.034577,-0.0180149,-677.341,8666.98
343,3,0.0234701,0.0310293,-0.0126362,-175.884,8655
343,4,0.000772629,0.0354925,-0.0176334,-232.018,8628.06
344,0,0.00893608,0.0354162,-0.0220203,426.613,8622.07
344,1,0.00798241,0.0391546,-0.0226307,-67.3599,8669.97
344,2,0.00802055,0.0337759,-0.0186253,-355.511,8780.74
344,3,0.0216009,0.0313726,-0.00981331,-505.199,8693.92
344,4,0.0228216,0.0352636,-0.0153828,18.7111,8643.03
345,0,0.0101186,0.0356451,-0.0209904,392.933,8565.19
345,1,0.00733391,0.0386968,-0.0212574,-26.1955,8553.21
345,2,0.0365163,0.0353399,-0.0180531,-276.924,8514.29
345,3,0.0199987,0.0313726,-0.013628,-1081.5,8448.43
345,4,0.00199333,0.0327078,-0.0143909,-130.978,8331.67
346,0,-0.0109766,0.034844,-0.0196934,370.48,8184.98
346,1,-0.0129984,0.0389257,-0.0238514,-116.009,8134.08
346,2,-0.0137995,0.0356451,-0.0179005,-213.306,8017.33
346,3,-0.0127314,0.031487,-0.0175953,-1313.52,7957.45
346,4,-0.0145625,0.0278631,-0.0141621,-119.751,7768.84
347,0,-0.0409983,0.0333562,-0.0191212,284.409,7610.17
347,1,-0.045843,0.038735,-0.0253391,-56.1333,7535.33
347,2,-0.0253962,0.0345388,-0.0187016,-104.782,7424.56
347,3,-0.0200175,0.0330892,-0.0182819,-1137.63,7367.68
347,4,-0.0170802,0.022904,-0.0197697,-145.947,7229.97
348,0,-0.0032328,0.0349966,-0.0188541,142.204,7095.25
348,1,-0.0190638,0.035378,-0.0234318,33.68,7026.39
348,2,-0.00472054,0.0350347,-0.0203419,-134.72,6972.5
348,3,0.00535027,0.0335088,-0.0196171,-632.435,6963.52
348,4,0.016184,0.0241247,-0.0142384,-175.884,6849.76
349,0,0.0160696,0.0340429,-0.0190449,273.182,6774.91
349,1,-0.00597939,0.0394598,-0.0218296,-164.658,6715.04
349,2,0.00187889,0.034577,-0.0265217,108.524,6753.96
349,3,0.0107671,0.0344244,-0.0210667,-583.786,6765.93
349,4,0.00706688,0.0306097,-0.0144291,-366.737,6712.04
350,0,0.0148107,0.0330129,-0.0205326,108.524,6667.14
350,1,0.0252248,0.0369802,-0.0201511,452.808,6598.28
350,2,0.0080587,0.0366369,-0.029192,273.182,6688.09
350,3,0.017748,0.0362554,-0.0203037,-426.613,6744.97
350,4,0.0218679,0.032517,-0.0164127,-284.409,6721.02
351,0,0.00687614,0.0316396,-0.016489,29.9377,6709.05
351,1,-0.000181045,0.0359502,-0.0199604,718.506,6592.29
351,2,-0.0106333,0.0404516,-0.0285053,295.635,6768.92
351,3,-0.00605568,0.037705,-0.0199223,-116.009,6864.72
351,4,-0.0250147,0.0329366,-0.016222,-449.066,6873.71
352,0,-0.0231455,0.0320593,-0.0182438,-82.3288,6921.61
352,1,-0.00472054,0.0349584,-0.0175953,748.444,6909.63
352,2,-0.0155161,0.0420919,-0.024004,696.053,7044.35
352,3,-0.00857338,0.0382009,-0.0218296,-127.235,7143.15
352,4,0.00882164,0.0334325,-0.0174809,-426.613,7209.01
353,0,0.0249197,0.0314108,-0.0142765,-14.9689,7274.87
353,1,0.0188161,0.0354162,-0.0180149,314.346,7319.78
353,2,0.024233,0.037438,-0.0218678,531.395,7412.59
353,3,0.0102712,0.0380102,-0.0207233,-437.84,7529.34
353,4,0.00771538,0.0341573,-0.0182056,-437.84,7610.17
354,0,0.0114156,0.03225,-0.0120258,-116.009,7688.01
354,1,0.0183202,0.0363699,-0.0167179,299.377,7717.95
354,2,0.0195028,0.0356069,-0.0204182,482.746,7762.86
354,3,-0.00525459,0.0381246,-0.0224781,-3.74222,7879.61
354,4,0.000772629,0.0351492,-0.0183964,-422.871,7981.4
355,0,-0.00372871,0.0302282,-0.0109959,-86.071,8017.33
355,1,-0.0456141,0.0342718,-0.0155354,-198.338,7996.37
355,2,-0.0356577,0.0317922,-0.0207233,467.777,8047.27
355,3,-0.0325678,0.0393453,-0.021944,-89.8132,8131.09
355,4,-0.0357722,0.0343481,-0.0187016,-434.097,8304.73
356,0,-0.0158213,0.0318685,-0.015192,-351.768,8292.75
356,1,-0.00632271,0.0297704,-0.0156498,-179.626,8310.72
356,2,-0.0109385,0.033547,-0.0186634,490.231,8370.59
356,3,-0.0112437,0.0382772,-0.0233936,-29.9377,8505.31
356,4,0.00401512,0.0357214,-0.0176334,-295.635,8637.04
357,0,0.0169469,0.0324026,-0.0198078,-913.101,8759.78
357,1,0.0139333,0.0248113,-0.0135517,18.7111,8873.55
357,2,0.0167944,0.0348821,-0.0189304,291.893,8951.39
357,3,0.0210668,0.0373235,-0.0223255,-101.04,9157.96
357,4,-0.00334724,0.0349584,-0.0197697,-273.182,9328.6
358,0,-0.00567421,0.0336996,-0.0209522,-1268.61,9583.07
358,1,0.00973717,0.0243917,-0.0144672,-205.822,9717.79
358,2,0.00786797,0.0339285,-0.018816,621.208,9885.44
358,3,-0.000219192,0.0357595,-0.0229359,-183.369,10116
358,4,0.019808,0.0342718,-0.0244236,-67.3599,10349.5
359,0,0.0144292,0.0335851,-0.0193501,-1115.18,10615.9
359,1,0.0113012,0.0295416,-0.0145817,-142.204,10795.6
359,2,0.0100423,0.032517,-0.0198841,224.533,10954.2
359,3,-0.0025843,0.0369421,-0.0214863,-82.3288,11181.7
359,4,-0.000715103,0.0363699,-0.0306416,67.3599,11403.3
360,0,-0.00967964,0.0348821,-0.0188923,-561.333,11675.7
360,1,-0.000791397,0.0320211,-0.0158787,-306.862,11795.5
360,2,0.00306145,0.0314489,-0.0199604,41.1644,11939.2
360,3,-0.00239357,0.0350347,-0.0212193,493.973,12014
360,4,0.00416771,0.0409093,-0.0301075,33.68,12250.5
361,0,0.0165273,0.0373235,-0.0200367,-261.955,12412.2
361,1,-0.000829544,0.0321355,-0.0169086,-407.902,12454.1
361,2,0.0103094,0.0330892,-0.0187016,41.1644,12508
361,3,0.0135137,0.0336614,-0.0196171,860.71,12418.2
361,4,-0.00952705,0.0424352,-0.0228596,209.564,12585.8
362,0,0.006838,0.0375524,-0.02038,3.74222,12633.7
362,1,0.00565544,0.0331655,-0.0180912,-366.737,12591.8
362,2,0.0114156,0.0323263,-0.0158787,67.3599,12520
362,3,-0.0121592,0.0349584,-0.0170994,797.092,12433.1
362,4,-0.0197886,0.0380102,-0.0224018,430.355,12454.1
363,0,-0.00205025,0.0382391,-0.0220966,-127.235,12373.3
363,1,-0.00975594,0.0357977,-0.0187016,-389.191,12334.4
363,2,-0.00357613,0.0316015,-0.0112247,138.462,12277.5
363,3,0.00165001,0.0336996,-0.0172901,291.893,12166.7
363,4,-0.00132545,0.0357977,-0.0209141,288.151,12109.8
364,0,-0.0189875,0.038735,-0.0228214,-78.5866,12097.8
364,1,0.00954643,0.0351873,-0.0186634,-449.066,12073.9
364,2,0.0111868,0.03225,-0.0114155,33.68,12023
364,3,0.00760094,0.0327078,-0.0151539,11.2267,11957.1
364,4,0.0203802,0.0351873,-0.0199604,576.302,11945.2
365,0,0.00832573,0.0385061,-0.0231266,-104.782,11966.1
365,1,0.0105764,0.035111,-0.0174046,-490.231,12100.8
365,2,-0.00369057,0.0308767,-0.0198078,-194.595,12058.9
365,3,-0.0026606,0.0275198,-0.0136662,-89.8132,12049.9
365,4,0.00351921,0.0337759,-0.0199604,445.324,12085.9
366,0,0.000963364,0.0382772,-0.0227451,-112.267,12184.7
366,1,0.00412956,0.0349584,-0.0187397,-434.097,12319.4
366,2,0.0114919,0.03328,-0.0190449,-692.31,12388.2
366,3,0.00420586,0.0233617,-0.0137424,-104.782,12400.2
366,4,0.012026,0.0342336,-0.0187397,426.613,12466.1
367,0,0.0074102,0.0401846,-0.0221348,-104.782,12552.9
367,1,-0.0113963,0.0344244,-0.0220966,-194.595,12654.7
367,2,-0.00296577,0.0320593,-0.0199223,-1253.64,12783.4
367,3,0.00134483,0.0253072,-0.0150013,-97.2977,12789.4
367,4,-0.0108622,0.0339666,-0.0186634,172.142,12804.4
368,0,-0.0353144,0.0368276,-0.0222111,-112.267,12885.2
368,1,-0.0437449,0.034081,-0.0280857,-134.72,12927.1
368,2,-0.0221537,0.0354543,-0.0192356,-1152.6,12996
368,3,-0.019636,0.0299612,-0.02244,-213.306,12960
368,4,-0.0185679,0.0320974,-0.0185871,235.76,12915.1
369,0,0.000391159,0.0356451,-0.0212193,-130.978,12915.1
369,1,-0.00437721,0.0380483,-0.0311756,41.1644,12948.1
369,2,-0.00315651,0.0356832,-0.0199223,-669.857,13016.9
369,3,0.0115682,0.0342336,-0.017786,-209.564,12939.1
369,4,0.00275627,0.0328222,-0.0150013,63.6177,12900.2
370,0,-0.0142191,0.0349584,-0.0204563,142.204,12891.2
370,1,-0.0186823,0.042626,-0.0275517,78.5866,12996
370,2,-0.0082682,0.0367132,-0.02141,-419.128,13043.9
370,3,0.00702873,0.0337759,-0.0164127,-239.502,13043.9
370,4,0.0111486,0.0317922,-0.0190067,48.6488,13094.8
371,0,0.0144674,0.0353017,-0.0174809,782.124,13031.9
371,1,0.00138298,0.0409475,-0.0218296,172.142,13265.4
371,2,-0.0197504,0.0386968,-0.0198078,-265.697,13382.2
371,3,-0.011854,0.0331655,-0.0187778,-460.293,13448
371,4,0.00798241,0.0320974,-0.0114918,67.3599,13543.8
372,0,-0.00491127,0.0353017,-0.0179386,812.061,13552.8
372,1,-0.00643715,0.0369039,-0.0220203,344.284,13744.4
372,2,-0.00494942,0.0393072,-0.0223637,-243.244,13858.2
372,3,-0.00739082,0.036141,-0.0175571,-340.542,13906.1
372,4,0.00973717,0.0303045,-0.0124836,52.3911,14025.8
373,0,0.0102331,0.0346532,-0.0146198,321.831,14064.8
373,1,0.0167562,0.034844,-0.0204945,430.355,14157.6
373,2,0.00706688,0.0386968,-0.0217915,-82.3288,14217.4
373,3,0.0167562,0.0353017,-0.0184345,-482.746,14385.1
373,4,0.0283529,0.0323644,-0.0133228,11.2267,14430
374,0,0.00779167,0.0311056,-0.0150776,381.706,14471.9
374,1,-0.0013636,0.0349584,-0.0213718,437.84,14525.8
374,2,-0.00754341,0.0377813,-0.0258732,112.267,14636.6
374,3,-0.00437721,0.0349203,-0.0166035,-591.27,14843.1
374,4,-0.0136469,0.0318685,-0.0179005,-325.573,14870.1
375,0,-0.00666603,0.0260702,-0.0199986,-97.2977,14912
375,1,-0.0110529,0.034844,-0.0192738,531.395,14983.8
375,2,-0.0312327,0.0378194,-0.0209141,0,15139.5
375,3,-0.0205134,0.034844,-0.0212955,-314.346,15271.2
375,4,-0.008993,0.0328985,-0.0199223,-984.203,15412
376,0,0.00500694,0.0248113,-0.0143147,-48.6488,15456.9
376,1,-0.00971779,0.0339285,-0.0181675,392.933,15513.7
376,2,-0.0127695,0.0370184,-0.0225925,-101.04,15639.5
376,3,-0.026388,0.0341955,-0.0269032,-333.057,15747.3
376,4,-0.0433634,0.0350347,-0.0194263,-1380.88,15855
377,0,-0.0294398,0.0303808,-0.0164127,-194.595,15858
377,1,-0.0144862,0.0326696,-0.020113,276.924,15864
377,2,-0.0247858,0.0370565,-0.0195026,-119.751,15941.8
377,3,-0.0115107,0.0390401,-0.0339222,-112.267,15953.8
377,4,0.0067617,0.0367132,-0.0196934,-1182.54,16040.6
378,0,-0.00796303,0.0327078,-0.0167561,-108.524,15977.8
378,1,0.00321404,0.0315633,-0.0195026,123.493,15923.9
378,2,0.00191704,0.0356069,-0.019846,-14.9689,15938.9
378,3,0.00344292,0.0419775,-0.0240421,48.6488,15968.8
378,4,-0.00460609,0.0376669,-0.0207996,-531.395,16013.7
379,0,0.000810776,0.0337377,-0.0191975,-48.6488,16007.7
379,1,0.0267126,0.0314489,-0.0173283,104.782,16013.7
379,2,-0.00037178,0.0363317,-0.0174809,497.715,15986.8
379,3,-0.00666603,0.0375524,-0.0223637,258.213,16160.4
379,4,0.00264183,0.040299,-0.0206089,-711.021,16298.1
380,0,0.00950829,0.0334325,-0.018816,-291.893,16364
380,1,0.0114919,0.0311437,-0.0121021,0,16471.7
380,2,0.00576988,0.0354162,-0.0170994,740.959,16471.7
380,3,0.00168816,0.0348821,-0.0211048,404.16,16783.1
380,4,-0.0172709,0.0390783,-0.0204945,-299.377,16986.7
381,0,0.0017263,0.0348821,-0.0187778,-415.386,17136.4
381,1,0.0175573,0.0311437,-0.0104237,-41.1644,17301
381,2,0.0196554,0.0326696,-0.0144291,669.857,17432.7
381,3,0.0157262,0.0346532,-0.0199223,370.48,17645.3
381,4,0.0093557,0.0387731,-0.0235844,-205.822,17851.9
382,0,0.00996605,0.0351873,-0.0173283,-520.168,18007.6
382,1,0.00428215,0.0313726,-0.0167942,52.3911,18160.2
382,2,0.00275627,0.0275579,-0.0141621,86.071,18286
382,3,0.00309959,0.0301138,-0.0205326,482.746,18453.6
382,4,-0.0104426,0.0392309,-0.0223637,-59.8755,18633.3
383,0,-0.000524368,0.0346532,-0.0192738,-954.266,18821.9
383,1,0.0139715,0.032784,-0.0183582,-123.493,18932.6
383,2,0.0109197,0.022141,-0.0140095,18.7111,19046.4
383,3,0.0167944,0.0344625,-0.0178242,411.644,19199.1
383,4,0.0125219,0.0372091,-0.0226307,-59.8755,19423.6
384,0,0.0176717,0.034577,-0.024271,-333.057,19693
384,1,0.0129415,0.0343099,-0.0194263,-422.871,19818.8
384,2,0.0286581,0.0275579,-0.0166798,-63.6177,19965.5
384,3,0.0389196,0.0320211,-0.0179386,493.973,20163.1
384,4,0.0240423,0.0361028,-0.0219822,-104.782,20438.5
385,0,0.00332848,0.0359121,-0.0286579,-250.729,20701.9
385,1,0.00588432,0.0359502,-0.0193882,-1197.51,20995.3
385,2,0.00435844,0.0321355,-0.0150776,486.488,21222.9
385,3,-0.00418648,0.0322118,-0.0203037,172.142,21453.4
385,4,-0.000409927,0.0358358,-0.0204945,-74.8444,21773.7
386,0,-0.0168513,0.0400701,-0.0311375,-194.595,22067.1
386,1,-0.0251292,0.0372854,-0.0221729,-1107.7,22429.4
386,2,-0.0239466,0.0325552,-0.0175571,-190.853,22644.9
386,3,-0.0191401,0.0323263,-0.0191593,235.76,22935.3
386,4,-0.0163172,0.0342336,-0.0198078,0,23213.7
387,0,-0.0308512,0.0422826,-0.0233555,-37.4222,23549
387,1,-0.0202464,0.0400701,-0.0212955,-505.199,23863.4
387,2,-0.0114725,0.0334325,-0.0172138,-224.533,24108.9
387,3,-0.0102518,0.030953,-0.0139332,-7.48444,24363.3
387,4,0.00214592,0.037705,-0.0188541,609.982,24519
388,0,0.00218407,0.0356451,-0.0226307,130.978,24869.3
388,1,-0.0177287,0.039269,-0.0211048,-217.049,25144.7
388,2,0.00184074,0.0346532,-0.0197315,-404.16,25345.3
388,3,0.0219823,0.0321737,-0.0106144,-303.12,25512.9
388,4,0.0121023,0.0362554,-0.0161076,755.928,25593.8
389,0,0.00695244,0.0341573,-0.0200367,407.902,25866.2
389,1,0.00828758,0.0389257,-0.0217152,-280.666,26063.8
389,2,0.0254919,0.0345388,-0.0181293,-392.933,26198.5
389,3,0.0254156,0.0318685,-0.0152302,-71.1021,26366.2
389,4,0.00710503,0.0317159,-0.0137806,336.8,26450
390,0,0.00782982,0.035111,-0.0200748,456.551,26605.7
390,1,-0.0131129,0.0387731,-0.0209141,-104.782,26776.3
390,2,-0.0129984,0.0326696,-0.0180912,-471.519,26923
390,3,0.00218407,0.0311056,-0.017519,7.48444,27039.8
390,4,-0.0198649,0.0247732,-0.0146961,44.9066,27144.6
391,0,-0.0251673,0.0339285,-0.018816,490.231,27234.4
391,1,-0.00918373,0.0375143,-0.0227451,-48.6488,27375.1
391,2,-0.014715,0.0355306,-0.0191975,-385.448,27557.7
391,3,-0.0216196,0.0324407,-0.0189686,-130.978,27557.7
391,4,-0.0142573,0.0236669,-0.015192,-11.2267,27557.7
392,0,-0.0033091,0.0354925,-0.0191593,565.075,27566.7
392,1,-0.0149058,0.0359884,-0.0223637,-18.7111,27620.6
392,2,-0.026388,0.0348058,-0.0247288,-299.377,27680.4
392,3,-0.00922188,0.0335851,-0.0191975,-856.968,27614.6
392,4,0.0048925,0.0265279,-0.0166416,44.9066,27500.8
393,0,-0.00166878,0.0337759,-0.0179005,351.768,27405
393,1,0.00165001,0.0357977,-0.02244,-26.1955,27357.1
393,2,0.00317589,0.034577,-0.0295353,-377.964,27258.3
393,3,-0.011854,0.0346914,-0.021143,-1238.67,27189.5
393,4,-0.00597939,0.0324789,-0.0154972,-265.697,27012.8
394,0,-0.00254616,0.0326315,-0.0193501,172.142,26839.2
394,1,-0.0361155,0.0354543,-0.0212955,-187.111,26713.4
394,2,-0.0256251,0.0393453,-0.030489,-190.853,26575.7
394,3,-0.0101756,0.0371709,-0.0199986,-879.421,26491.9
394,4,0.000810776,0.0315252,-0.0163364,-265.697,26309.3
395,0,0.0123693,0.0323263,-0.0190067,172.142,26084.8
395,1,0.00874535,0.0356451,-0.0191212,74.8444,25881.2
395,2,0.0205328,0.0417867,-0.0257587,123.493,25764.4
395,3,0.0126363,0.0375524,-0.0230122,-479.004,25644.7
395,4,0.00710503,0.0340047,-0.0169849,-321.831,25393.2
396,0,0.0144292,0.0320211,-0.0168324,-52.3911,25207.6
396,1,0.00641838,0.0346151,-0.0163364,662.373,24869.3
396,2,-0.0123499,0.0382391,-0.0150013,142.204,24824.4
396,3,-0.00193581,0.0389639,-0.0215626,-306.862,24650.7
396,4,-0.000524368,0.0333181,-0.0187016,-460.293,24420.2
397,0,0.00206963,0.029389,-0.011797,-71.1021,24174.7
397,1,0.00775352,0.035378,-0.0149632,752.186,23884.3
397,2,0.00672356,0.0344625,-0.02244,366.737,23713.7
397,3,-0.000638809,0.0385442,-0.0228214,-104.782,23519.1
397,4,-0.000104751,0.0349966,-0.0185871,-546.364,23324.5
398,0,0.013323,0.0315252,-0.0109959,-52.3911,23040.1
398,1,0.00760094,0.0346151,-0.0147343,-71.1021,22827.5
398,2,8.59834e-05,0.0344625,-0.0193501,520.168,22600
398,3,-0.0025843,0.0391546,-0.0227451,-198.338,22396.4
398,4,0.014887,0.0363317,-0.0177097,-434.097,22180.9
399,0,0.0114919,0.0312963,-0.0156879,-82.3288,21950.4
399,1,0.00660912,0.0276342,-0.0152683,254.471,21660
399,2,0.017214,0.0352636,-0.0183964,501.457,21432.4
399,3,-0.0115107,0.0380102,-0.0186253,-63.6177,21252.8
399,4,-0.0220393,0.0335851,-0.0181293,-362.995,21118.1
400,0,-0.0164317,0.0331274,-0.0183201,-699.795,20848.6
400,1,0.00569359,0.0224081,-0.0145054,-48.6488,20588.2
400,2,-0.007696,0.0353399,-0.0187016,426.613,20360.7
400,3,-0.0211237,0.0367895,-0.02244,44.9066,20166.1
400,4,-0.00254616,0.0351492,-0.0229359,-310.604,19983.4
401,0,-0.00037178,0.0337377,-0.0153446,-1088.99,19815.8
401,1,-0.00109657,0.028092,-0.0141621,-41.1644,19606.2
401,2,-0.00361427,0.0336233,-0.0195789,224.533,19345.8
401,3,-0.0107096,0.0359884,-0.0222492,-37.4222,19214
401,4,-0.0123499,0.0382772,-0.0307178,-224.533,19103.3
402,0,0.0165655,0.0347295,-0.018549,-1291.07,18941.6
402,1,0.016184,0.0318304,-0.0156879,-160.915,18762
402,2,0.00378624,0.0326315,-0.0196171,134.72,18552.4
402,3,0.00222221,0.0346532,-0.0209141,-56.1333,18453.6
402,4,0.0155737,0.0415578,-0.0293827,-168.4,18324.9
403,0,0.0157644,0.0362554,-0.0197315,-714.764,18274
403,1,-0.0106715,0.0355688,-0.0162983,-235.76,18130.3
403,2,0.00340477,0.0308004,-0.0193882,239.502,17977.6
403,3,0.000925217,0.0346914,-0.0197315,67.3599,17842.9
403,4,-0.0213526,0.0397268,-0.0229359,134.72,17798
404,0,-0.0239085,0.0382772,-0.0209522,-404.16,17756.1
404,1,-0.00609383,0.0360265,-0.0137424,-340.542,17627.3
404,2,-0.00761971,0.0317159,-0.0135517,426.613,17519.6
404,3,0.00653282,0.0342718,-0.0174046,752.186,17319
404,4,0.0278188,0.0376287,-0.0205708,250.729,17381.9
405,0,0.0146581,0.0390401,-0.02244,-288.151,17331
405,1,0.0159551,0.0349966,-0.0184345,-348.026,17226.2
405,2,0.0154592,0.0307623,-0.011301,-44.9066,17133.4
405,3,0.0106527,0.0351492,-0.0143147,707.279,16974.7
405,4,0.000200424,0.0336614,-0.0229359,359.253,17007.6
406,0,-0.0158595,0.0430074,-0.0238895,-434.097,17016.6
406,1,0.00889793,0.0356069,-0.0185108,-392.933,16893.9
406,2,0.0102712,0.0324789,-0.0119114,104.782,16869.9
406,3,-0.00449165,0.0324407,-0.0154591,325.573,16777.1
406,4,0.00256554,0.0349203,-0.0199604,512.684,16765.1
407,0,-0.0089167,0.0392309,-0.0225163,-33.68,16771.1
407,1,0.00382439,0.0346532,-0.0186634,-497.715,16759.1
407,2,0.0179769,0.0324026,-0.0212574,187.111,16723.2
407,3,0.0139333,0.028092,-0.0138569,-400.417,16654.4
407,4,0.0101949,0.034081,-0.0193119,493.973,16657.4
408,0,0.0092794,0.0378194,-0.0234318,-11.2267,16684.3
408,1,0.0108816,0.0348821,-0.0188541,-381.706,16795.1
408,2,0.0179769,0.0332418,-0.0191593,-175.884,16732.2
408,3,0.0127508,0.0232473,-0.0143528,-59.8755,16714.2
408,4,0.0220968,0.0345007,-0.0177097,580.044,16741.2
409,0,0.0080587,0.0375906,-0.022974,-11.2267,16822
409,1,0.00378624,0.0292364,-0.0241566,-392.933,16926.8
409,2,0.0281622,0.0334707,-0.0201893,-819.546,16971.7
409,3,0.0474264,0.0274053,-0.0146961,-71.1021,16962.7
409,4,0.0219823,0.0335851,-0.0188923,422.871,16995.7
410,0,0.00588432,0.0354925,-0.0224781,-89.8132,17076.5
410,1,0.0131704,0.036408,-0.0272465,-198.338,17169.3
410,2,-0.00166878,0.0343862,-0.0200748,-1335.97,17229.2
410,3,0.00508324,0.0309911,-0.0115299,-138.462,17250.1
410,4,0.00088707,0.0330892,-0.0193501,232.018,17199.2
411,0,-0.00697121,0.0353017,-0.0214481,-52.3911,17235.2
411,1,-0.0136851,0.0390401,-0.031023,-78.5866,17268.1
411,2,-0.0121973,0.0361028,-0.0161076,-763.412,17334
411,3,0.00668541,0.0320211,-0.015955,-190.853,17322
411,4,-0.00578865,0.031487,-0.0215244,-11.2267,17274.1
412,0,-0.00964149,0.0355306,-0.02038,733.475,17244.1
412,1,-0.00166878,0.0414434,-0.0278187,97.2977,17325
412,2,-0.00296577,0.0406042,-0.0208378,-325.573,17396.8
412,3,0.00588432,0.0325552,-0.0173283,-280.666,17384.8
412,4,0.0284292,0.0343099,-0.0198841,74.8444,17402.8
413,0,0.0222112,0.034844,-0.0172901,722.248,17351.9
413,1,0.0117971,0.0409475,-0.0231647,362.995,17525.6
413,2,0.0166418,0.0387731,-0.0215244,-434.097,17618.4
413,3,0.0102331,0.0337377,-0.017786,-370.48,17669.3
413,4,0.00226036,0.0309148,-0.0106144,3.74222,17729.1
414,0,-0.0131892,0.0354162,-0.0167179,213.306,17756.1
414,1,-0.00487312,0.0367132,-0.0225163,452.808,17839.9
414,2,-0.0039576,0.0384679,-0.0220966,-56.1333,17977.6
414,3,-0.0113581,0.0346151,-0.0182056,-464.035,17974.6
414,4,-0.00594124,0.0311056,-0.0116444,505.199,18046.5
415,0,-0.00399574,0.0350729,-0.0145817,101.04,18013.5
415,1,-0.0133036,0.0340429,-0.0203419,527.653,18055.5
415,2,-0.0191782,0.0390783,-0.0210667,-232.018,18100.4
415,3,-0.00269875,0.0333562,-0.0199223,-449.066,18145.3
415,4,-0.0128077,0.0322118,-0.0123692,-18.7111,18103.4
416,0,-0.0139521,0.03019,-0.0154209,-26.1955,18025.5
416,1,-0.0083445,0.0346914,-0.018816,392.933,17989.6
416,2,-0.0142954,0.0387731,-0.022974,-7.48444,18019.5
416,3,-0.00559792,0.0343099,-0.0169849,-471.519,18070.4
416,4,-0.0109385,0.0314108,-0.0186253,-325.573,17971.6
417,0,0.00763908,0.0277486,-0.0135517,-11.2267,17893.8
417,1,-0.00521645,0.0339285,-0.0185108,430.355,17842.9
417,2,-0.00445351,0.0377432,-0.0232792,86.071,17860.9
417,3,0.0164129,0.0339666,-0.0200367,-441.582,17878.8
417,4,0.0127126,0.0325933,-0.0198078,-703.537,17899.8
418,0,0.00802055,0.0245061,-0.0142002,-101.04,17833.9
418,1,0.0264455,0.0336996,-0.0192356,445.324,17798
418,2,0.00977531,0.0367513,-0.022974,-239.502,17836.9
418,3,-0.0100993,0.0336233,-0.0235844,-228.275,17869.8
418,4,-0.0106333,0.0349584,-0.0188923,-1605.41,17896.8
419,0,-0.00464424,0.0275579,-0.0148487,-82.3288,17896.8
419,1,-0.0032328,0.0340047,-0.0192738,516.426,17890.8
419,2,-0.0237559,0.0353017,-0.0214863,-116.009,17935.7
419,3,-0.00887856,0.035111,-0.0279331,-190.853,17977.6
419,4,-0.00697121,0.0343481,-0.0199604,-972.977,18067.4
420,0,-0.0121592,0.0312582,-0.0151539,-220.791,18028.5
420,1,-0.0205897,0.0317541,-0.0195789,404.16,18049.5
420,2,-0.0281046,0.0356451,-0.0214863,97.2977,18052.5
420,3,-0.0453089,0.0376669,-0.0314808,101.04,18139.3
420,4,-0.0291727,0.036675,-0.0207233,-490.231,18187.2
421,0,-0.0200938,0.032784,-0.0160313,-542.622,18154.2
421,1,-0.0244425,0.0329366,-0.0198841,48.6488,18124.3
421,2,-0.0162028,0.0348058,-0.0212955,508.942,18046.5
421,3,-0.013151,0.0414053,-0.0309086,550.106,18133.3
421,4,-0.00468239,0.0372472,-0.0200748,-407.902,18169.2
422,0,-0.00731453,0.0363317,-0.0158024,-400.417,18091.4
422,1,0.000696335,0.0316015,-0.0199604,11.2267,18040.5
422,2,0.00439659,0.0355306,-0.0197697,894.39,17851.9
422,3,-0.0222681,0.0416723,-0.0267887,303.12,17944.7
422,4,-0.0225352,0.0380865,-0.0199223,-134.72,17938.7
423,0,-0.00803932,0.0333944,-0.0174046,116.009,17869.8
423,1,-0.00964149,0.0317541,-0.017786,41.1644,17821.9
423,2,-0.0168131,0.0344625,-0.0180912,643.661,17729.1
423,3,-0.00262245,0.0390783,-0.0213337,471.519,17735.1
423,4,-0.00216469,0.0379339,-0.0222492,-67.3599,17723.1
424,0,0.00386253,0.0350347,-0.0171757,-482.746,17714.2
424,1,0.0130178,0.0306478,-0.0148487,134.72,17681.2
424,2,0.0018026,0.0342336,-0.0171375,93.5555,17621.4
424,3,0.0036718,0.0345388,-0.0216007,370.48,17609.4
424,4,-0.017042,0.0399557,-0.0209141,108.524,17615.4
425,0,0.00275627,0.0346914,-0.0190067,-707.279,17669.3
425,1,-0.010023,0.0312963,-0.0106525,-7.48444,17561.5
425,2,-0.00906929,0.0329748,-0.0155735,-145.947,17531.5
425,3,0.00546471,0.0346532,-0.0203037,538.879,17468.7
425,4,-0.00803932,0.037705,-0.0224018,-11.2267,17498.6
426,0,-0.0195216,0.0351492,-0.0190067,-479.004,17510.6
426,1,-0.0149439,0.0311819,-0.0151157,-310.604,17381.9
426,2,-0.0145243,0.0299612,-0.0144291,-22.4533,17235.2
426,3,-0.032873,0.0379339,-0.0199604,392.933,17106.4
426,4,-0.0343607,0.0385061,-0.022707,-37.4222,17061.5
427,0,-0.0314616,0.0345007,-0.0177479,-340.542,16953.7
427,1,-0.0246714,0.0317922,-0.0185108,-1066.53,16878.9
427,2,-0.0374888,0.025498,-0.0167561,-303.12,16699.3
